"Sample ID","Species","Data source","Biosample type","Tissue type","Biosample name"
"Sample_02_1457","Human","NCBI GEO/SRA","Stem cell","Embryo","HUES8 WT"
"Sample_02_1458","Human","NCBI GEO/SRA","Cell line","Pancreas","THP1+PANC1_shNC"
"Sample_02_1459","Human","NCBI GEO/SRA","Cell line","Pancreas","THP1+PANC1_shCTCF"
"Sample_02_1460","Human","NCBI GEO/SRA","Cell line","Blood","Mutz-3"
"Sample_02_1461","Human","NCBI GEO/SRA","Cell line","Ovary","A2780_shRen"
"Sample_02_1462","Human","NCBI GEO/SRA","Cell line","Ovary","A2780_shMBD3.26"
"Sample_02_1463","Human","NCBI GEO/SRA","Cell line","Ovary","A2780_shMBD3.232"
"Sample_02_1464","Human","NCBI GEO/SRA","Cell line","Ovary","CAOV4"
"Sample_02_1465","Human","NCBI GEO/SRA","Cell line","Ovary","CAOV4cis"
"Sample_02_1466","Human","NCBI GEO/SRA","Cell line","Blood","HUDEP-2_BCL11AKO"
"Sample_02_1467","Human","NCBI GEO/SRA","Cell line","Blood","HUDEP-2_LRFKO"
"Sample_02_1468","Human","NCBI GEO/SRA","Cell line","Blood","HUDEP-2_WT"
"Sample_02_1469","Human","NCBI GEO/SRA","Cell line","Umbilical Vein","HUVEC"
"Sample_02_1470","Human","NCBI GEO/SRA","Cell line","Umbilical Vein","H441"
"Sample_02_1471","Human","NCBI GEO/SRA","Cell line","Blood Outgrowth Endothelia","BOEC"
"Sample_02_1472","Human","NCBI GEO/SRA","Cell line","Fetal lung","IMR-90"
"Sample_02_1473","Human","NCBI GEO/SRA","Cell line","Bone","A-673"
"Sample_02_1474","Human","NCBI GEO/SRA","Cell line","Bone","CHLA-10"
"Sample_02_1475","Human","NCBI GEO/SRA","Cell line","Bone","CHLA-25"
"Sample_02_1476","Human","NCBI GEO/SRA","Cell line","Bone","EW-1"
"Sample_02_1477","Human","NCBI GEO/SRA","Cell line","Bone","EW-22"
"Sample_02_1478","Human","NCBI GEO/SRA","Cell line","Bone","EW-3"
"Sample_02_1479","Human","NCBI GEO/SRA","Cell line","Bone","EW-7"
"Sample_02_1480","Human","NCBI GEO/SRA","Cell line","Bone","MHH-ES-1"
"Sample_02_1481","Human","NCBI GEO/SRA","Cell line","Bone","MIC"
"Sample_02_1482","Human","NCBI GEO/SRA","Cell line","Bone","POE"
"Sample_02_1483","Human","NCBI GEO/SRA","Cell line","Bone","RD-ES"
"Sample_02_1484","Human","NCBI GEO/SRA","Cell line","Bone","Rh1"
"Sample_02_1485","Human","NCBI GEO/SRA","Cell line","Bone","SK-ES-1"
"Sample_02_1486","Human","NCBI GEO/SRA","Cell line","Bone","SK-N-MC"
"Sample_02_1487","Human","NCBI GEO/SRA","Cell line","Bone","TC-32"
"Sample_02_1488","Human","NCBI GEO/SRA","Cell line","Bone","TC-71"
"Sample_02_1489","Human","NCBI GEO/SRA","Cell line","Bone","TC-106"
"Sample_02_1490","Human","NCBI GEO/SRA","Cell line","Lung","H2087"
"Sample_02_1491","Human","NCBI GEO/SRA","Cell line","Blood","KBM-7"
"Sample_02_1492","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD34+ derived peripheral blood-derived mast cells"
"Sample_02_1493","Human","NCBI GEO/SRA","Cell line","Skin","SK-MEL-5_DMSO_6h"
"Sample_02_1494","Human","NCBI GEO/SRA","Primary cell","Other","monocyte-derived dendritic cells_0h"
"Sample_02_1495","Human","NCBI GEO/SRA","Primary cell","Other","monocyte-derived dendritic cells_R848_1h"
"Sample_02_1496","Human","NCBI GEO/SRA","Primary cell","Other","monocyte-derived dendritic cells_R848_24h"
"Sample_02_1497","Human","NCBI GEO/SRA","Cell line","Brain","SHEP-21N"
"Sample_02_1498","Human","NCBI GEO/SRA","Cell line","Brain","SHEP-21N_DOX_2h"
"Sample_02_1499","Human","NCBI GEO/SRA","Cell line","Brain","BE_2_-C"
"Sample_02_1500","Human","NCBI GEO/SRA","Cell line","Brain","KELLY_untreat"
"Sample_02_1501","Human","NCBI GEO/SRA","Cell line","Brain","SHEP-21N_NOSPIKE"
"Sample_02_1502","Human","NCBI GEO/SRA","Cell line","Brain","SHEP-21N_DOX_24h_NOSPIKE"
"Sample_02_1503","Human","NCBI GEO/SRA","Cell line","Brain","SHEP-21N_DOX_2h_NOSPIKE"
"Sample_02_1504","Human","NCBI GEO/SRA","Cell line","Brain","SHEP with tetracycline inducible MYCN_0HR"
"Sample_02_1505","Human","NCBI GEO/SRA","Cell line","Brain","SHEP with tetracycline inducible MYC_DOX_2HR"
"Sample_02_1506","Human","NCBI GEO/SRA","Cell line","Brain","SHEP with tetracycline inducible MYC_DOX_6HR"
"Sample_02_1507","Human","NCBI GEO/SRA","Cell line","Brain","SHEP-21N_DOX_24h"
"Sample_02_1508","Human","NCBI GEO/SRA","Cell line","Brain","NGPz_untreat"
"Sample_02_1509","Human","NCBI GEO/SRA","Cell line","Lung","H3122_LR"
"Sample_02_1510","Human","NCBI GEO/SRA","Cell line","Lung","H3122_LR_Pano"
"Sample_02_1511","Human","NCBI GEO/SRA","Cell line","Lung","H3122_untreated"
"Sample_02_1512","Human","NCBI GEO/SRA","Primary cell","Lung","Purified AT2 cells"
"Sample_02_1513","Human","NCBI GEO/SRA","Primary cell","Lung","Transitional AT2->1 cells"
"Sample_02_1514","Human","NCBI GEO/SRA","Primary cell","Lung","Differentiated AT1-like cells"
"Sample_02_1515","Human","NCBI GEO/SRA","Primary cell","Non-transformed mammary epithelial","IMEC WT"
"Sample_02_1516","Human","NCBI GEO/SRA","Primary cell","Non-transformed mammary epithelial","IMEC MYC"
"Sample_02_1517","Human","NCBI GEO/SRA","Tissue","Mammary gland","non-transformed human mammary epithelial cell"
"Sample_02_1518","Human","NCBI GEO/SRA","Primary cell","Umbilical vein","HUVEC_Scr"
"Sample_02_1519","Human","NCBI GEO/SRA","Primary cell","Umbilical vein","HUVEC_Scr_IL1beta"
"Sample_02_1520","Human","NCBI GEO/SRA","Primary cell","Umbilical vein","HUVEC_Notch1kd_IL1beta"
"Sample_02_1521","Human","NCBI GEO/SRA","Cell line","Skin","A375 DMSO"
"Sample_02_1522","Human","NCBI GEO/SRA","Cell line","Skin","A375 RTKi"
"Sample_02_1523","Human","NCBI GEO/SRA","Cell line","Lung","A549 DMSO"
"Sample_02_1524","Human","NCBI GEO/SRA","Cell line","Lung","H3122 DMSO"
"Sample_02_1525","Human","NCBI GEO/SRA","Cell line","Stomach","N87 DMSO"
"Sample_02_1526","Human","NCBI GEO/SRA","Cell line","Lung","PC9 DMSO"
"Sample_02_1527","Human","NCBI GEO/SRA","Primary cell","Embryo","naive embryonic stem cell"
"Sample_02_1528","Human","NCBI GEO/SRA","Primary cell","Embryo","Primed embryonic stem cells"
"Sample_02_1529","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","neutrophils_0BC75"
"Sample_02_1530","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","neutrophils_0BA0X"
"Sample_02_1531","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","neutrophils_0B9ZK"
"Sample_02_1532","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF10A"
"Sample_02_1533","Human","NCBI GEO/SRA","Primary cell","Lung","purified primary alveolar epithelial type 2 cells"
"Sample_02_1534","Human","NCBI GEO/SRA","Cell line","Mammary gland","MDA-MB-231_ER?WT_0min"
"Sample_02_1535","Human","NCBI GEO/SRA","Cell line","Mammary gland","MDA-MB-231_ER?WT_45min"
"Sample_02_1536","Human","NCBI GEO/SRA","Cell line","Mammary gland","MDA-MB-231_ER?_L540Q_0min"
"Sample_02_1537","Human","NCBI GEO/SRA","Cell line","Mammary gland","MDA-MB-231_ER?_L540Q_45min"
"Sample_02_1538","Human","NCBI GEO/SRA","Cell line","Mammary gland","MDA-MB-231"
"Sample_02_1539","Human","NCBI GEO/SRA","Cell line","Nasopharyngeal","C666-1"
"Sample_02_1540","Human","NCBI GEO/SRA","Cell line","Nasopharyngeal","HK1"
"Sample_02_1541","Human","NCBI GEO/SRA","Cell line","Nasopharyngeal","HNE1"
"Sample_02_1542","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-T1"
"Sample_02_1543","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-48"
"Sample_02_1544","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-882"
"Sample_02_1545","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-T1/816"
"Sample_02_1546","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-430/654"
"Sample_02_1547","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-48B"
"Sample_02_1548","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-226"
"Sample_02_1549","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-430B"
"Sample_02_1550","Human","NCBI GEO/SRA","Cell line","Bone","EWS502"
"Sample_02_1551","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","MaMel"
"Sample_02_1552","Human","NCBI GEO/SRA","Stem cell","HMSCs","hMSC ATCC SCRC-4000"
"Sample_02_1553","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-2_KIT e11"
"Sample_02_1554","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-3_KIT e11"
"Sample_02_1555","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-4_KIT e9"
"Sample_02_1556","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-5_KIT e9"
"Sample_02_1557","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-6_KIT e11/16"
"Sample_02_1558","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-7_PDGFRA e18"
"Sample_02_1559","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-8_PDGFRA e18"
"Sample_02_1560","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-9_PDGFRA e18"
"Sample_02_1561","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-10_PDGFRA e1"
"Sample_02_1562","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-11_SDHC deletion"
"Sample_02_1563","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-12_SDHC deletion"
"Sample_02_1564","Human","NCBI GEO/SRA","Cell line","Gastrointestinal Stromal","GIST-430"
"Sample_02_1565","Human","NCBI GEO/SRA","Tissue","Gastrointestinal Stromal","Gastrointestinal stromal tumor"
"Sample_02_1566","Human","NCBI GEO/SRA","Tissue","Dermal","Dermal fibroblast"
"Sample_02_1567","Human","NCBI GEO/SRA","Induced pluripotent stem cell","iPSCs","CiPSC"
"Sample_02_1568","Human","NCBI GEO/SRA","Primary cell","Heart","Cardiac progenitor cells"
"Sample_02_1569","Human","NCBI GEO/SRA","Primary cell","Endothelial","Endothelial cells"
"Sample_02_1570","Human","NCBI GEO/SRA","Induced pluripotent stem cell","iPSCs","EiPSC"
"Sample_02_1571","Human","NCBI GEO/SRA","Primary cell","Fibroblast","Fibroblast cells"
"Sample_02_1572","Human","NCBI GEO/SRA","Induced pluripotent stem cell","iPSCs","FiPSC"
"Sample_02_1573","Human","NCBI GEO/SRA","Primary cell","Endothelial","Undifferentiated Pleomorphic Sarcoma"
"Sample_02_1574","Human","NCBI GEO/SRA","Cell line","Blood","JURKAT"
"Sample_02_1575","Human","NCBI GEO/SRA","Primary cell","Mammary gland","MCF7_Mock"
"Sample_02_1576","Human","NCBI GEO/SRA","Primary cell","Mammary gland","MCF7_CPI-455"
"Sample_02_1577","Human","NCBI GEO/SRA","Primary cell","Mammary gland","MCF7_DAC"
"Sample_02_1578","Human","NCBI GEO/SRA","Primary cell","Mammary gland","MCF7_DAC+455"
"Sample_02_1579","Human","NCBI GEO/SRA","Cell line","Renal","786-M1A"
"Sample_02_1580","Human","NCBI GEO/SRA","Cell line","Renal","786-O"
"Sample_02_1581","Human","NCBI GEO/SRA","Cell line","Renal","OS-LM1"
"Sample_02_1582","Human","NCBI GEO/SRA","Cell line","Renal","OS-RC-2"
"Sample_02_1583","Human","NCBI GEO/SRA","Cell line","Fetal lung","IMR90_empty_GM"
"Sample_02_1584","Human","NCBI GEO/SRA","Cell line","Brain","U87 GBM_Mock"
"Sample_02_1585","Human","NCBI GEO/SRA","Cell line","Blood","SupB15 DMSO"
"Sample_02_1586","Human","NCBI GEO/SRA","Cell line","Blood","SupB15 ACY1035"
"Sample_03_0001","Human","GGR","Primary cell","Foreskin","foreskin-keratinocyte"
"Sample_03_0002","Human","GGR","Primary cell","Foreskin","foreskin-keratinocyte-calcium2.5day"
"Sample_03_0003","Human","GGR","Primary cell","Foreskin","foreskin-keratinocyte-calcium5.5day"
"Sample_03_0004","Human","GGR","Cell line","Lung","A549_dexamethasone_4h"
"Sample_03_0005","Human","GGR","Cell line","Lung","A549_dexamethasone_0.5h"
"Sample_03_0007","Human","GGR","Cell line","Lung","A549_dexamethasone_12h"
"Sample_03_0008","Human","GGR","Cell line","Lung","A549_dexamethasone_7h"
"Sample_03_0009","Human","GGR","Cell line","Lung","A549_dexamethasone_3h"
"Sample_03_0010","Human","GGR","Cell line","Lung","A549_dexamethasone_1h"
"Sample_03_0011","Human","GGR","Cell line","Lung","A549_dexamethasone_5h"
"Sample_03_0013","Human","GGR","Cell line","Lung","A549"
"Sample_03_0014","Human","GGR","Cell line","Lung","A549_dexamethasone_2h"
"Sample_03_0015","Human","GGR","Cell line","Lung","A549_dexamethasone_8h"
"Sample_03_0016","Human","GGR","Cell line","Lung","A549_dexamethasone_6h"
"Sample_04_0001","Human","NGDC GSA","Cell line","Blood","heat shocked K562"
"Sample_04_0002","Human","NGDC GSA","Cell line","Blood","cold shocked K562"
"Sample_04_0003","Human","NGDC GSA","Cell line","Lung","A549 TEAD4 shRNA TGFb"
"Sample_04_0004","Human","NGDC GSA","Cell line","Lung","A549 TEAD2 shRNA TGFb"
"Sample_04_0005","Human","NGDC GSA","Cell line","Lung","A549 FOXA2 overexpressed"
"Sample_04_0006","Human","NGDC GSA","Cell line","Lung","A549 GFP control"
"Sample_04_0007","Human","NGDC GSA","Cell line","Lung","A549 FOXA2 shRNA2"
"Sample_04_0008","Human","NGDC GSA","Cell line","Lung","A549 shRNA control"
"Sample_04_0009","Human","NGDC GSA","Cell line","Lung","A549"
"Sample_04_0010","Human","NGDC GSA","Cell line","Lung","A549 TGFb"
"Sample_11_0001","Mouse","ENCODE","Tissue","Olfactory Bulb","olfactory bulb male adult 8w_B6NCrl"
"Sample_11_0002","Mouse","ENCODE","Cell line","Blood","CH12 _GM12878 analog_"
"Sample_11_0003","Mouse","ENCODE","Tissue","Placenta","placenta female adult 8w_B6NCrl"
"Sample_11_0004","Mouse","ENCODE","Tissue","Adipose","Brown adipocytes male adult 24w_B6NCrl"
"Sample_11_0005","Mouse","ENCODE","Tissue","Bone marrow","bone marrow male adult 8w_B6NCrl"
"Sample_11_0006","Mouse","ENCODE","Primary cell","Bone marrow","Bruce4 bone marrow macrophage male adult 8w_B6NCrl"
"Sample_11_0007","Mouse","ENCODE","Tissue","Cerebellum","Cerebellum male adult 8w_B6NCrl"
"Sample_11_0008","Mouse","ENCODE","Tissue","Cortex","cortical plate male adult 8w_B6NCrl"
"Sample_11_0009","Mouse","ENCODE","Primary cell","Embryo","MEFs"
"Sample_11_0010","Mouse","ENCODE","Tissue","Embryonic heart","heart embryo d14.5_B6NCrl"
"Sample_11_0011","Mouse","ENCODE","Tissue","Heart","heart male adult 8w_B6NCrl"
"Sample_11_0012","Mouse","ENCODE","Tissue","Embryonic liver","liver embryo d14.5_B6NCrl"
"Sample_11_0013","Mouse","ENCODE","Tissue","Liver","liver male adult 8w_B6NCrl"
"Sample_11_0014","Mouse","ENCODE","Tissue","Small intestine","small intestine male adult 8w_B6NCrl"
"Sample_11_0015","Mouse","ENCODE","Stem cell","Embryo","ES-Bruce4"
"Sample_11_0016","Mouse","ENCODE","Tissue","Thymus","thymus male adult 8w_B6NCrl"
"Sample_11_0017","Mouse","ENCODE","Cell line","Bone marrow","MEL _K562 analog_"
"Sample_11_0018","Mouse","ENCODE","Stem cell","Embryo","ES-E14_encode"
"Sample_11_0019","Mouse","ENCODE","Tissue","Kidney","kidney male adult 8w_B6NCrl"
"Sample_11_0020","Mouse","ENCODE","Tissue","Embryonic limb","limb embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0021","Mouse","ENCODE","Tissue","Embryonic kidney","kidney embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0022","Mouse","ENCODE","Tissue","Embryonic liver","liver embryo d11.5_B6NCrl"
"Sample_11_0023","Mouse","ENCODE","Tissue","Embryonic hindbrain","hindbrain embryo d15.5_B6NCrl"
"Sample_11_0024","Mouse","ENCODE","Tissue","Embryonic liver","liver embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0025","Mouse","ENCODE","Tissue","Embryonic midbrain","midbrain embryo d11.5_B6NCrl"
"Sample_11_0026","Mouse","ENCODE","Tissue","Embryonic forebrain","forebrain postnatal d0_B6NTac_B6NCrl/Lap"
"Sample_11_0027","Mouse","ENCODE","Tissue","Embryonic heart","heart_embryo_d12.5_B6NCrl"
"Sample_11_0028","Mouse","ENCODE","Tissue","Embryonic liver","liver_embryo_d12.5_B6NCrl"
"Sample_11_0029","Mouse","ENCODE","Tissue","Embryonic hindbrain","hindbrain embryo d11.5_B6NCrl"
"Sample_11_0030","Mouse","ENCODE","Tissue","Embryonic lung","lung embryo d16.5_B6NCrl"
"Sample_11_0031","Mouse","ENCODE","Tissue","Kidney","kidney postnatal d0_B6NTac_B6NCrl/Lap"
"Sample_11_0032","Mouse","ENCODE","Tissue","Embryonic liver","liver embryo d13.5_B6NCrl"
"Sample_11_0033","Mouse","ENCODE","Tissue","Embryonic heart","heart embryo d11.5_B6NCrl"
"Sample_11_0034","Mouse","ENCODE","Tissue","Embryonic neural tube","neural tube embryo d15.5_B6NCrl"
"Sample_11_0035","Mouse","ENCODE","Tissue","Embryonic midbrain","midbrain embryo d12.5_B6NCrl"
"Sample_11_0036","Mouse","ENCODE","Tissue","Embryonic midbrain","midbrain embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0037","Mouse","ENCODE","Tissue","Embryonic neural tube","neural tube embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0038","Mouse","ENCODE","Tissue","Embryonic forebrain","forebrain embryo d11.5_B6NCrl"
"Sample_11_0039","Mouse","ENCODE","Tissue","Embryonic neural tube","neural tube embryo d13.5_B6NCrl"
"Sample_11_0040","Mouse","ENCODE","Tissue","Embryonic forebrain","forebrain embryo d13.5_B6NCrl"
"Sample_11_0041","Mouse","ENCODE","Tissue","Embryonic stomach","stomach embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0042","Mouse","ENCODE","Tissue","Embryonic forebrain","forebrain embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0043","Mouse","ENCODE","Tissue","Embryonic hindbrain","hindbrain postnatal d0_B6NTac_B6NCrl/Lap"
"Sample_11_0044","Mouse","ENCODE","Tissue","Embryonic hindbrain","hindbrain embryo d13.5_B6NCrl"
"Sample_11_0045","Mouse","ENCODE","Tissue","Stomach","stomach postnatal d0_B6NTac_B6NCrl/Lap"
"Sample_11_0046","Mouse","ENCODE","Tissue","Embryonic kidney","kidney embryo d16.5_B6NCrl"
"Sample_11_0047","Mouse","ENCODE","Tissue","Embryonic heart","heart embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0048","Mouse","ENCODE","Tissue","Embryonic facial prominence","embryonic facial prominence embryo d15.5_B6NCrl"
"Sample_11_0049","Mouse","ENCODE","Tissue","Embryonic facial prominence","embryonic facial prominence embryo d11.5_B6NCrl"
"Sample_11_0050","Mouse","ENCODE","Tissue","Embryonic facial prominence","embryonic facial prominence embryo d13.5_B6NTac_B6NCrl/Lap"
"Sample_11_0051","Mouse","ENCODE","Tissue","Embryonic intestine","intestine embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0052","Mouse","ENCODE","Tissue","Embryonic midbrain","midbrain embryo d15.5_B6NCrl"
"Sample_11_0053","Mouse","ENCODE","Tissue","Embryonic forebrain","forebrain embryo d16.5_B6NCrl"
"Sample_11_0054","Mouse","ENCODE","Tissue","Embryonic lung","lung embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0055","Mouse","ENCODE","Tissue","Embryonic liver","liver embryo d15.5_B6NCrl"
"Sample_11_0056","Mouse","ENCODE","Tissue","Embryonic facial prominence","embryonic facial prominence embryo d14.5_B6NTac_B6NCrl/Lap"
"Sample_11_0057","Mouse","ENCODE","Tissue","Embryonic neural tube","neural tube embryo d11.5_B6NCrl"
"Sample_11_0058","Mouse","ENCODE","Tissue","Embryonic stomach","stomach embryo d16.5_B6NCrl"
"Sample_11_0059","Mouse","ENCODE","Tissue","Embryonic midbrain","midbrain embryo d16.5_B6NCrl"
"Sample_11_0060","Mouse","ENCODE","Tissue","Embryonic heart","heart embryo d15.5_B6NCrl"
"Sample_11_0061","Mouse","ENCODE","Tissue","Embryonic intestine","intestine embryo d15.5_B6NCrl"
"Sample_11_0062","Mouse","ENCODE","Tissue","Liver","liver postnatal d0_B6NTac_B6NCrl/Lap"
"Sample_11_0063","Mouse","ENCODE","Tissue","Embryonic intestine","intestine embryo d16.5_B6NCrl"
"Sample_11_0064","Mouse","ENCODE","Tissue","Intestine","intestine postnatal d0_B6NTac_B6NCrl/Lap"
"Sample_11_0065","Mouse","ENCODE","Tissue","Embryonic midbrain","midbrain embryo d13.5_B6NCrl"
"Sample_11_0066","Mouse","ENCODE","Tissue","Midbrain","midbrain postnatal d0_B6NTac_B6NCrl/Lap"
"Sample_11_0067","Mouse","ENCODE","Tissue","Heart","heart postnatal d0_B6NTac_B6NCrl/Lap"
"Sample_11_0068","Mouse","ENCODE","Tissue","Embryonic forebrain","forebrain embryo d15.5_B6NCrl"
"Sample_11_0069","Mouse","ENCODE","Tissue","Embryonic heart","heart embryo d13.5_B6NCrl"
"Sample_11_0070","Mouse","ENCODE","Tissue","Embryonic kidney","kidney embryo d15.5_B6NCrl"
"Sample_11_0071","Mouse","ENCODE","Tissue","Embryonic limb","limb embryo d12.5_B6NCrl"
"Sample_11_0072","Mouse","ENCODE","Tissue","Embryonic hindbrain","hindbrain embryo d12.5_B6NCrl"
"Sample_11_0073","Mouse","ENCODE","Tissue","Embryonic hindbrain","hindbrain embryo d16.5_B6NCrl"
"Sample_11_0074","Mouse","ENCODE","Tissue","Embryonic liver","liver embryo d16.5_B6NCrl"
"Sample_11_0075","Mouse","ENCODE","Tissue","Embryonic facial prominence","embryonic facial prominence embryo d12.5_B6NCrl"
"Sample_11_0076","Mouse","ENCODE","Tissue","Embryonic heart","heart embryo d16.5_B6NCrl"
"Sample_11_0077","Mouse","ENCODE","Tissue","Lung","lung postnatal d0_B6NTac_B6NCrl/Lap"
"Sample_11_0078","Mouse","ENCODE","Tissue","Embryonic neural tube","neural tube embryo d12.5_B6NCrl"
"Sample_11_0079","Mouse","ENCODE","Tissue","Embryonic lung","lung embryo d15.5_B6NCrl"
"Sample_11_0080","Mouse","ENCODE","Tissue","Embryonic limb","limb embryo d11.5_B6NCrl"
"Sample_11_0081","Mouse","ENCODE","Tissue","Embryonic limb","limb embryo d13.5_B6NCrl"
"Sample_11_0082","Mouse","ENCODE","Tissue","Embryonic stomach","stomach embryo d15.5_B6NCrl"
"Sample_11_0083","Mouse","ENCODE","Tissue","Embryonic forebrain","forebrain embryo d12.5_B6NCrl"
"Sample_11_0084","Mouse","ENCODE","Tissue","Embryonic limb","limb embryo d15.5_B6NCrl"
"Sample_11_0085","Mouse","ENCODE","Tissue","Embryonic facial prominence","embryonic_facial_prominence_embryo d10.5_B6NCrl"
"Sample_11_0086","Mouse","ENCODE","Tissue","Embryonic heart","heart embryo d10.5_B6NCrl"
"Sample_11_0087","Mouse","ENCODE","Tissue","Embryonic hindbrain","hindbrain_embryo_d10.5_B6NCrl"
